Commune,Wilaya,Statut,Pop_1998,Pop_2008,Taux_Croissance,Pop_2026,Pop_Tahat_2008,Taux_Activite_2008,Indicateur_Jeunesse_2008,Pop_Active_Est_2026,Jeunesse_Scolarisee_Est_2026,Zone_Sismique,Coef_Acceleration,Nombre_Total_Polices_assurances_seismes,Bien immobilier,Installation commerciale,Installation industrielle,Nb_Zones_Industrielles,Nb_Zones_Activite,Descriptions_ZI,Nb_Agences_GAM,Nb_Agences_Concurrents_Total,Nb_Agences_SAA,Nb_Agences_ALLIANCE,Nb_Agences_AXA,Nb_Agences_CAAR,Nb_Agences_CAAT,Nb_Agences_CASH,Nb_Agences_CIAR,Nb_Agences_TRUST,Concurrents_Noms,Has_GAM,Nb_Agences_GAM2,Capacite_Agences_Theorique,Deficit_Agences,Chiffre_Affaires_Potentiel_DA,Probabilite_Succes_%,Score_IA_Predictif,Lat_Commune,Lon_Commune,ar_name,post_code,Rank_National,Rank_Wilaya
Oued Taria,Mascara,Commune,13916,15901,1.34,20214,,42.5,87.7,5727.0,11182.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,4295250.0,14.64623196131761,4.77,35.0514,0.0879,واد التاغية,29022,796,16
Matemore,Mascara,Commune,13372,15170,1.27,19037,,42.5,87.7,5727.0,11182.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,4295250.0,14.64623196131761,4.77,35.2624,0.2142,مطمور,29014,796,16
El Ghomri,Mascara,Commune,8585,10043,1.58,13319,13364.0,43.0,86.6,5727.0,11534.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4295250.0,2.14623196131761,4.77,35.6205,0.2005,الغمري,29034,796,16
Makdha,Mascara,Commune,4439,5235,1.66,7045,,42.5,87.7,5727.0,11182.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4295250.0,2.14623196131761,4.77,35.1076,0.2966,ماقضة,29015,796,16
Oran,Oran,Province Capital,634112,609940,-0.39,568729,,46.6,90.55,937867.0,31606.5,0.0,0.0,2961.0,2405.0,545.0,11.0,0,1,Centre urbain,7,64,9,15,3,5,14,3,13,2,SAA|ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR|TRUST,1,7,37.0,0.0,703400250.0000001,4.0,4.76,35.6372,-0.6482,وهران,31001,805,24
Ouled Driss,Souk Ahras,Commune,11896,11303,-0.51,10309,11303.0,35.8,86.6,3691.0,8928.0,1.0,0.1,2.0,2.0,0.0,0.0,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,0.0,0.0,2768250.0,1.3832271990960885,4.72,36.2875,8.0173,أولاد ادريس,41005,806,12
Annaba,Annaba,Province Capital,247701,257359,0.38,275702,25225.0,47.7,94.2,341002.0,673424.0,4.0,0.25,1222.0,748.0,464.0,10.0,0,0,,4,51,14,10,4,7,8,4,3,1,SAA|ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR|TRUST,1,4,18.0,0.0,255751500.00000003,4.0,4.69,36.9184139,7.6752351,عنابة,23001,807,7
Benaceur,Ouargla,Commune,7808,10330,2.84,17097,32926.0,37.0,87.8,6326.0,15011.0,0.0,0.0,,,,,0,0,,0,1,0,0,0,0,1,0,0,0,CAAT,0,0,1.0,0.0,4744500.0,2.3707112602226648,4.68,33.0444,6.4407,بن ناصر,30017,808,17
Sidi Mérouane,Mila,Commune,20018,23088,1.44,29849,23088.0,42.3,96.8,12626.0,28894.0,2.0,0.15,66.0,64.0,2.0,0.0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,1.0,0.0,9469500.000000002,0.9463357689399736,4.68,36.4577,6.2622,سيدي مروان,43018,808,24
Chihani,El Tarf,Commune,9234,10094,0.89,11849,75541.0,48.8,93.8,5782.0,11114.0,2.0,0.15,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4336500.0,2.1668435830868558,4.67,36.5836,7.7756,شهانى,36014,810,12
Sidi Embarek,Bordj Bou Arreridj,Commune,10281,11641,1.25,14558,7874.0,39.9,95.0,5809.0,13830.0,2.0,0.15,79.0,70.0,9.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4356750.0,2.1769620155917573,4.67,36.0402,4.9109,سيدي مبارك,34010,810,11
Djezar,Batna,Commune,17657,22124,2.28,33202,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,2.0,2.0,4341000.000000001,27.1690921236435,4.64,,,,,812,23
Ichmoul,Batna,Commune,9887,10240,0.35,10907,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.3059756,6.4186737,ايشمول,05030,812,23
Ksar Sbahi,Oum El Bouaghi,Commune,11095,11833,0.65,13287,2711.0,43.5,85.0,5780.0,11294.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4335000.0,2.166094069567974,4.64,36.0820976,7.250204,قصر صباحي,04022,812,20
Inoughissen,Batna,Commune,3919,3484,-1.17,2819,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.2771231,6.4628765,إينوغيسن,05011,812,23
Ben Foudala El Hakania,Batna,Commune,1142,1511,2.84,2501,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,,,,,812,23
Timgad,Batna,Commune,10937,11828,0.79,13619,10564.0,42.5,89.1,5788.0,12135.0,1.0,0.1,5.0,5.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.5269245,6.3713303,تيمقاد,05050,812,23
Talkhamt,Batna,Commune,17728,19973,1.2,24754,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,4341000.000000001,14.669092123643502,4.64,35.722912,5.7070515,تالخمت,05034,812,23
Teniet El Abed,Batna,Commune,10471,11388,0.84,13246,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.2869315,6.1926387,نية العابد,05047,812,23
Zanet El Beida,Batna,Commune,9265,10564,1.32,13378,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,,,,,812,23
Tigherghar,Batna,Commune,6066,6800,1.15,8352,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.0765612,5.8212842,تيغرغار,05021,812,23
Boulhilat,Batna,Commune,6593,7177,0.85,8362,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.7374798,6.5889619,بولهيلات,05060,812,23
M'doukel,Batna,Commune,7213,9010,2.25,13447,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.1132204,5.0064721,أمدوكال,05055,812,23
Lemsane,Batna,Commune,4572,5108,1.11,6236,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,35.6384911,5.7282516,لمسان,05027,812,23
Kef El Ahmar,El Bayadh,Commune,5245,7566,3.73,14631,8072.0,39.6,93.9,5794.0,13739.0,1.0,0.1,1.0,0.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4345500.0,2.1713406642001454,4.64,33.7837,0.6317,الكاف الاحمر,32012,812,7
Ksar Bellezma,Batna,Commune,7942,9033,1.3,11388,,41.5,92.0,5788.0,11983.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4341000.000000001,2.1690921236435003,4.64,,,,,812,23
Aïn Tallout,Tlemcen,Commune,9106,10286,1.23,12809,10286.0,45.0,89.2,5764.0,11426.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4323000.0,2.16009796141692,4.64,34.9238688,-0.9667326,عين تالوت,13003,812,20
Ouled Slimane,M'Sila,Commune,2070,4116,7.12,14184,13269.0,41.1,80.0,5830.0,11347.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4372500.0,2.184831907540015,4.64,34.9246808,4.7197332,أولاد سليمان,28025,812,28
Amoucha,Sétif,Commune,19714,22767,1.45,29503,16976.0,42.0,91.7,12391.0,27054.0,2.0,0.15,21.0,20.0,1.0,0.0,0,0,,0,9,9,0,0,0,0,0,0,0,SAA,0,0,1.0,0.0,9293250.000000002,4.643611006231274,4.58,36.3748316,5.3447173,عموشة,19027,829,38
Hacine,Mascara,Commune,9176,10473,1.33,13287,20614.0,43.0,89.6,5713.0,11905.0,2.0,0.15,11.0,11.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4284750.000000001,2.140985366685438,4.56,35.3969,-0.0055,حسين,29004,830,24
El Ach,Bordj Bou Arreridj,Commune,16108,17140,0.62,19167,,40.7,93.3,4711.0,10864.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,3533250.0,14.26547909372573,4.56,35.8846,4.6829,العش,34027,830,12
Tassameurt,Bordj Bou Arreridj,Commune,5269,4134,-2.4,2671,,40.7,93.3,4711.0,10864.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,3533250.0,1.7654790937257308,4.56,,,,,830,12
Tixter,Bordj Bou Arreridj,Commune,9493,10190,0.71,11576,11012.0,40.7,85.6,4711.0,9909.0,2.0,0.15,9.0,6.0,3.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,3533250.0,1.7654790937257308,4.56,35.9825,5.0812,تقصطر,34026,830,12
Tefreg,Bordj Bou Arreridj,Commune,1991,2164,0.84,2514,,40.7,93.3,4711.0,10864.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,3533250.0,1.7654790937257308,4.56,,,,,830,12
El Braya,Oran,Commune,3879,5860,4.21,12315,25443.0,46.3,91.2,5702.0,11231.0,2.0,0.15,3.0,2.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4276500.0,2.1368630423315893,4.56,35.5657,-0.5191,ألبْرَيَ,31018,830,25
El Anceur,Bordj Bou Arreridj,Commune,11170,14739,2.81,24278,,40.7,93.3,4711.0,10864.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,3533250.0,14.26547909372573,4.56,,,,,830,12
Frikat,Tizi Ouzou,Commune,12638,12791,0.12,13071,34683.0,43.4,96.1,5673.0,12561.0,2.0,0.15,29.0,28.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4254750.000000001,2.125995096307805,4.56,36.4984125,3.8441856,فريقات,15014,830,28
Ogla Melha,Tébessa,Commune,6504,5899,-0.97,4948,,39.65,88.9,5657.5,10908.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4243125.0,2.120186366536472,4.53,,,,,838,11
M'Chouneche,Biskra,Commune,9143,10107,1.01,12105,3693.0,47.0,96.3,5689.0,11657.0,1.0,0.1,2.0,1.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4266750.0,2.1319912044588585,4.53,,,,,838,25
Bir Dheb,Tébessa,Commune,7023,7181,0.22,7474,,39.65,88.9,5657.5,10908.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4243125.0,2.120186366536472,4.53,35.4117259,8.110545,بٔير الذھب,12014,838,11
Bir Mokkadem,Tébessa,Commune,12479,12907,0.34,13715,,39.65,88.9,5657.5,10908.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4243125.0,2.120186366536472,4.53,,,,,838,11
Morsott,Tébessa,Commune,16331,17238,0.54,18999,,39.65,88.9,5657.5,10908.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,4243125.0,14.620186366536473,4.53,35.6694643,8.0015659,مرسط,12012,838,11
El Ma Labiodh,Tébessa,Commune,9917,11397,1.4,14640,,39.65,88.9,5657.5,10908.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4243125.0,2.120186366536472,4.53,,,,,838,11
Tazmalt,Béjaïa,Commune,25974,28891,1.07,34992,8931.0,41.9,95.0,14662.0,33242.0,1.0,0.1,259.0,52.0,197.0,10.0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,2.0,1.0,10996500.0,3.598936721384278,4.51,36.3980947,4.3892305,تازمالت,06027,844,16
Sedraia,Médéa,Commune,7070,7690,0.84,8946,18052.0,40.9,93.6,3659.0,8373.0,2.0,0.15,2.0,2.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,2744250.0000000005,1.371234982793982,4.5,36.2330914,3.4389756,سدراية,26061,845,11
Ouled Maaref,Médéa,Commune,9415,9287,-0.14,9061,12782.0,40.4,92.3,3661.0,8363.0,2.0,0.15,2.0,1.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,2745750.0,1.3719844963128636,4.5,35.7948583,2.9102508,أولاد معرف,26003,845,11
Aïn Taghrout,Bordj Bou Arreridj,Commune,11103,12906,1.52,16921,7998.0,40.4,93.4,6836.0,15804.0,2.0,0.15,42.0,37.0,4.0,1.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,1.0,0.0,5127000.0,2.561837207537486,4.5,36.0646,5.0757,عين تاغروت,34008,845,17
Darguina,Béjaïa,Commune,13174,14146,0.71,16080,7795.0,41.9,93.1,6738.0,14970.0,2.0,0.15,24.0,6.0,18.0,0.0,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,1.0,0.0,5053500.000000001,2.525111045112285,4.5,36.5537403,5.3057073,درقينة,06020,845,17
Douera,El Djazaïr [Algiers],Commune,41804,56998,3.15,99590,26042.0,45.4,87.9,45214.0,87540.0,4.0,0.25,612.0,234.0,375.0,3.0,0,0,,1,4,0,2,0,1,0,0,1,0,ALLIANCE|CAAR|CIAR,1,1,6.0,1.0,33910500.00000001,5.888850424271502,4.47,36.6681547,2.8979868,دويرة,16054,849,41
Aghbalou,Bouira,Commune,19530,19517,-0.01,19494,3268.0,39.5,89.0,7700.0,17350.0,2.0,0.15,27.0,6.0,20.0,1.0,0,0,,0,6,6,0,0,0,0,0,0,0,SAA,0,0,1.0,0.0,5775000.0,2.885627047694359,4.47,36.4259787,4.2679284,أغبالو,10027,849,18
Hadjout,Tipaza,Commune,44065,48561,0.98,57841,48959.0,47.6,92.5,27532.0,53503.0,4.0,0.25,1554.0,1368.0,184.0,2.0,0,0,,1,1,0,0,0,0,0,0,1,0,CIAR,1,1,3.0,1.0,20649000.000000004,4.5635606201849646,4.44,36.4489,2.4142,حجوط,42012,851,19
Aïn Tesra,Bordj Bou Arreridj,Commune,9358,9570,0.22,9964,,40.7,93.3,4711.0,10864.0,2.0,0.15,,,,,0,0,,0,1,1,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,3533250.0,1.7654790937257308,4.37,35.9713,5.0015,عين تسرة,34030,852,18
El Hamadia,Bordj Bou Arreridj,Commune,20635,24949,1.92,35112,,40.7,93.3,4711.0,10864.0,2.0,0.15,,,,,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,2.0,1.0,3533250.0,14.26547909372573,4.37,35.9157,4.7461,الحمادية,34011,852,18
El Ogla,El Oued,Commune,4715,6102,2.61,9706,9917.0,44.5,93.4,4319.0,9065.0,1.0,0.1,4.0,4.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,3239250.0000000005,1.618574444024927,4.29,35.1833322,7.4579122,العقلة,12013,854,22
El Ogla,Tébessa,Commune,16108,17797,1.0,21296,9917.0,44.5,93.4,4319.0,9065.0,1.0,0.1,4.0,4.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,3239250.0000000005,14.118574444024928,4.29,35.1833322,7.4579122,العقلة,12013,854,16
Bir Chouhada,Oum El Bouaghi,Commune,8356,9182,0.95,10880,55282.0,39.8,89.5,4330.0,9738.0,1.0,0.1,3.0,3.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,3247500.0,1.622696768378776,4.29,35.9007146,6.1753867,بئر الشهداء,04021,854,21
Tala Hamza,Béjaïa,Commune,10252,11675,1.31,14752,22719.0,45.7,93.7,6742.0,13823.0,2.0,0.15,59.0,38.0,21.0,0.0,0,0,,0,2,2,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,5056500.0,2.526610072150048,4.25,36.6904609,4.9432228,ثالة حمزة,06033,857,18
Ouanougha,M'Sila,Commune,15190,14397,-0.53,13072,,41.8,88.65,7103.0,11715.0,1.0,0.1,,,,,0,0,,0,1,0,0,0,0,0,0,1,0,CIAR,0,0,0.0,0.0,5327250.000000001,2.661897262308186,4.23,35.9310253,4.041585,ونوغة,28019,858,29
Guerrouma,Bouira,Commune,15306,14570,-0.49,13333,13209.0,42.1,90.2,5613.0,12026.0,2.0,0.15,4.0,2.0,2.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4209750.000000001,2.1035096907413555,4.2,36.4678041,3.3603546,قرومة,10003,859,19
Hanif (Ahnif),Bouira,Commune,10268,9685,-0.58,8718,,43.4,93.15,5613.0,11697.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4209750.000000001,2.1035096907413555,4.2,,,,,859,19
Aïn El Turc,Bouira,Commune,6841,7849,1.38,10052,,43.4,93.15,5613.0,11697.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4209750.000000001,2.1035096907413555,4.2,,,,,859,19
Dirrah,Bouira,Commune,12512,13209,0.54,14563,,43.4,93.15,5613.0,11697.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4209750.000000001,2.1035096907413555,4.2,,,,,859,19
Bordj Okhriss,Bouira,Commune,8937,10467,1.59,13911,,43.4,93.15,5613.0,11697.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4209750.000000001,2.1035096907413555,4.2,,,,,859,19
Aït Laziz,Bouira,Commune,14056,14430,0.26,15128,,43.4,93.15,5613.0,11697.5,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,4209750.000000001,14.603509690741356,4.2,,,,,859,19
Zaarouria,Souk Ahras,Commune,10665,11234,0.52,12336,11234.0,45.5,90.9,5613.0,11213.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4209750.000000001,2.1035096907413555,4.17,36.1634,7.9568,الزعرورية,41007,865,13
Batna,Batna,Province Capital,247520,290645,1.62,388077,128413.0,42.9,95.0,630695.0,1396644.0,1.0,0.1,2067.0,2063.0,3.0,1.0,0,0,,7,21,4,6,1,1,4,1,3,1,SAA|ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR|TRUST,1,7,25.0,0.0,473021250.0,4.0,4.13,35.5784266,6.1083422,باتنة,05001,866,36
Souk El Had,Boumerdès,Commune,4860,6693,3.25,11907,7359.0,49.1,92.3,5846.0,10990.0,4.0,0.25,9.0,8.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4384500.0,2.190828015691068,4.02,36.6277,3.5898,سوق الحد,35031,867,24
Sehailia,Mascara,Commune,8500,10218,1.86,14232,70951.0,41.2,92.3,5864.0,13136.0,4.0,0.25,2.0,1.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4398000.0,2.1975736373610038,4.02,35.4484,0.3818,سحايلية,29047,867,25
Souk El Had,Relizane,Commune,3351,3023,-1.02,2511,7359.0,49.1,92.3,5846.0,10990.0,4.0,0.25,9.0,8.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4384500.0,2.190828015691068,4.02,36.6277,3.5898,سوق الحد,35031,867,25
Talassa,Chlef,Commune,10175,11503,1.23,14345,11503.0,40.9,92.3,5867.0,13240.0,4.0,0.25,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4400250.0,2.1986979076393256,4.02,36.4266341,1.0790634,تلعصة,02014,867,28
Ben Mehidi,El Tarf,Commune,28399,33262,1.59,44209,,46.75,94.0,6111.5,12251.0,2.0,0.15,,,,,0,0,,0,3,1,2,0,0,0,0,0,0,SAA|ALLIANCE,0,0,2.0,0.0,4583625.0,2.2903259353226075,3.97,,,,,871,13
Tizi Ouzou,Tizi Ouzou,Province Capital,117259,135088,1.43,174287,,51.2,94.4,595170.0,12516.5,2.0,0.15,3736.0,3560.0,169.0,7.0,0,0,,4,22,6,4,6,3,0,1,2,0,SAA|ALLIANCE|AXA|CAAR|CASH|CIAR,1,4,11.0,0.0,446377500.0,4.0,3.95,36.7001863,4.0059166,تيزي وزو,15001,872,29
Blida,Blida,Province Capital,144225,163586,1.27,205218,,43.4,93.75,677649.0,49416.5,4.0,0.25,1275.0,1108.0,142.0,25.0,0,0,,2,21,3,6,1,1,3,1,5,1,SAA|ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR|TRUST,1,2,13.0,0.0,508236750.00000006,4.0,3.94,36.4802972,2.7659184,البليدة‎,09001,873,18
Sidi Mezghiche,Skikda,Commune,21071,25593,1.96,36317,25593.0,41.5,95.3,15072.0,34610.0,2.0,0.15,234.0,232.0,2.0,0.0,0,0,,1,0,0,0,0,0,0,0,0,0,,1,1,2.0,1.0,11304000.0,3.6296667756584258,3.91,36.6779093,6.7110264,سيدي مزغيش,21019,874,28
Oued El Berdi,Bouira,Commune,9221,10767,1.56,14232,12683.0,41.3,94.7,5878.0,13478.0,2.0,0.15,22.0,17.0,5.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4408500.000000001,2.2028202319931744,3.89,36.257285,3.8546965,وادى البردي,10045,875,25
Chahbounia,Médéa,Commune,13405,13617,0.16,14007,33779.0,41.7,94.8,5841.0,13279.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4380750.0,2.188954231893864,3.89,35.5846723,2.4968901,الشهبونية,26038,875,13
Sidi Abdelaziz,Jijel,Commune,9091,10153,1.11,12387,10153.0,47.3,96.1,5859.0,11904.0,2.0,0.15,82.0,82.0,0.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4394250.0,2.1956998535637986,3.89,36.8535179,6.0439396,سيدي عبد العزيز,18013,875,21
Es Sebt,Skikda,Commune,15889,15266,-0.4,14206,15266.0,41.1,92.7,5839.0,13169.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4379250.0,2.1882047183749824,3.89,36.659999,7.0612452,السبت,21009,875,29
Aïn Rahma,Relizane,Commune,11035,12095,0.92,14266,11222.0,41.1,81.4,5863.0,11613.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4397250.000000001,2.1971988806015625,3.89,35.5602,0.3928,عين الرحمة,48024,875,26
Oggaz,Mascara,Commune,10120,11140,0.96,13242,2565.0,44.2,61.0,5853.0,8078.0,2.0,0.15,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4389750.000000001,2.193451313007154,3.89,35.502,-0.2664,عقاز,29027,875,26
Ferraoun,Béjaïa,Commune,15563,15482,-0.05,15337,15482.0,38.1,93.6,5843.0,14355.0,2.0,0.15,47.0,37.0,10.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,1.0,1.0,4382250.000000001,14.689703745412746,3.89,36.5654312,4.8417715,فرعون,06003,875,19
Rahbat,Batna,Commune,9051,10806,1.79,14866,5769.0,39.8,88.3,5917.0,13127.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4437750.0,2.2174357456113665,3.86,35.7257797,5.5571911,الرحبات,05025,882,37
Sidi Ali Benyoub,Sidi Bel Abbès,Commune,10567,11654,0.98,13900,2668.0,42.5,91.6,5908.0,12732.0,1.0,0.1,1.0,0.0,1.0,0.0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4431000.000000001,2.214062934776399,3.86,34.9488777,-0.794194,سيدي علي بن يوب,22046,882,12
Tilmouni,Sidi Bel Abbès,Commune,7154,8949,2.26,13390,20999.0,44.1,92.0,5905.0,12319.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4428750.0,2.212938664498077,3.86,35.1832214,-0.5905178,تلموني,22013,882,12
Ouled Ammar,Batna,Commune,7006,8756,2.25,13080,77727.0,44.7,91.2,5847.0,11929.0,1.0,0.1,,,,,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,4385250.0,2.191202772450509,3.86,35.4637775,5.1226733,أولاد عمار,05056,882,37
Mostaganem,Mostaganem,Province Capital,130288,145696,1.12,178166,,46.0,88.75,448475.0,19882.5,4.0,0.25,742.0,630.0,112.0,0.0,0,0,,2,12,2,2,1,1,2,1,2,1,SAA|ALLIANCE|AXA|CAAR|CAAT|CASH|CIAR|TRUST,1,2,11.0,0.0,336356250.0,4.0,3.84,35.9751637,0.0448868,مستغانم,27001,886,25
Bordj Tahar,Jijel,Commune,4893,3889,-2.27,2572,,42.8,94.95,7323.0,17099.5,2.0,0.15,,,,,0,0,,0,4,4,0,0,0,0,0,0,0,SAA,0,0,0.0,0.0,5492250.000000001,2.7443437493851683,3.83,,,,,887,22
Bouhmama,Khenchela,Commune,9669,10614,0.94,12554,24923.0,40.4,86.4,5072.0,10847.0,1.0,0.1,4.0,4.0,0.0,0.0,0,0,,0,3,0,0,0,0,2,0,1,0,CAAT|CIAR,0,0,0.0,0.0,3804000.000000001,1.9007662838838688,3.75,35.2557,6.7456,بوحمامة,40008,888,9
